,states,pos,neg,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negIncrease,posIncrease,totalTestResultsIncrease,hash,date,year,month,week,dow,dowIndex,weeklyPosIncrease,meanWeeklyPosIncrease,stdWeeklyPosIncrease,pctWeeklyPosIncrease,zscoreWeeklyPosIncrease,day1LagDelta,day1LeadDelta,localMaximum,localMinimum
157,56,467911,1967684,17622.0,50859.0,59832.0,12254.0,924.0,5794.0,39.0,24819.0,2020-04-09T00:00:00Z,17999.0,59832.0,2020-04-09T00:00:00Z,2453217,2435595,2435595,2043,3923,136748,34495,171243,4f4811f71616a45f0c0e16e2ad41cd61f49f841a,2020-04-09,2020,4,15,Thursday,3,217629,31089.85714285714,2532.9381114015555,15.850369206309821,1.344345067814817,112.0,-3900.0,True,False
158,56,433416,1830936,17219.0,45141.0,55909.0,10180.0,1013.0,4131.0,216.0,21102.0,2020-04-08T00:00:00Z,15956.0,55909.0,2020-04-08T00:00:00Z,2281571,2264352,2264352,2010,4311,117154,30595,147749,d49636cba5a009e2af8ac1ff165c39927cf0d8ef,2020-04-08,2020,4,15,Wednesday,2,217629,31089.85714285714,2532.9381114015555,14.058328623483083,-0.19536882509273826,-3900.0,290.0,False,True
159,56,402821,1713782,16548.0,43465.0,51598.0,9821.0,889.0,4076.0,151.0,18443.0,2020-04-07T00:00:00Z,13946.0,51598.0,2020-04-07T00:00:00Z,2133151,2116603,2116603,2024,2981,123604,30885,154489,ccaae9900fa293c7103c1a462709d579afdeee2d,2020-04-07,2020,4,15,Tuesday,1,217629,31089.85714285714,2532.9381114015555,14.191582923231739,-0.08087727920986877,290.0,-1883.0,True,False
160,56,371936,1590178,17283.0,35856.0,48617.0,6943.0,814.0,2961.0,147.0,16554.0,2020-04-06T00:00:00Z,11922.0,48617.0,2020-04-06T00:00:00Z,1979397,1962114,1962114,1318,2946,123253,29002,152255,7bdb492c4a9f53578172bc31bd36dbaddf8b8c93,2020-04-06,2020,4,15,Monday,0,217629,31089.85714285714,2532.9381114015555,13.326348970036163,-0.8242827305803628,-1883.0,-3502.0,False,False
161,56,342934,1466925,17303.0,31875.0,45671.0,5677.0,760.0,652.0,147.0,14513.0,2020-04-05T00:00:00Z,10604.0,45671.0,2020-04-05T00:00:00Z,1827162,1809859,1809859,1340,3903,94299,25500,119799,bab3b241ba234c98db9c86117a90162721f402d0,2020-04-05,2020,4,14,Sunday,6,191534,27362.0,4030.3859616666978,13.313563127173243,-0.46199049364245043,-3502.0,7712.0,False,True
162,56,317434,1372626,15569.0,29987.0,41768.0,5383.0,554.0,656.0,147.0,12816.0,2020-04-04T00:00:00Z,9264.0,41768.0,2020-04-04T00:00:00Z,1705629,1690060,1690060,1482,5086,196066,33212,229278,f782ccc7f29b57173f5bfd5499a0ad1495775e6a,2020-04-04,2020,4,14,Saturday,5,191534,27362.0,4030.3859616666978,17.340002297242265,1.4514738924856794,7712.0,-1136.0,True,False
163,56,284222,1176560,61976.0,25472.0,36682.0,4811.0,486.0,605.0,147.0,10861.0,2020-04-03T00:00:00Z,7782.0,36682.0,2020-04-03T00:00:00Z,1522758,1460782,1460782,1286,4554,101013,32076,133089,e22d16fde28e0223655503542173bce0a8f19bac,2020-04-03,2020,4,14,Friday,4,191534,27362.0,4030.3859616666978,16.74689611243957,1.1696150306286313,-1136.0,-4016.0,False,False
164,56,252146,1075547,62097.0,22764.0,32128.0,4410.0,456.0,574.0,140.0,8586.0,2020-04-02T00:00:00Z,6496.0,32128.0,2020-04-02T00:00:00Z,1389790,1327693,1327693,1172,4175,91058,28060,119118,aaff599a781f9607c2ba9f0c7f77ccfa6006a2d5,2020-04-02,2020,4,14,Thursday,3,191534,27362.0,4030.3859616666978,14.65014044503848,0.17318440631709472,-4016.0,-2269.0,False,False
165,56,224086,984489,59665.0,20775.0,27953.0,3937.0,407.0,561.0,140.0,7084.0,2020-04-01T00:00:00Z,5324.0,27953.0,2020-04-01T00:00:00Z,1268240,1208575,1208575,1010,4228,82981,25791,108772,b3829badb8e9f8652d970e37b5ce9e93d24d8558,2020-04-01,2020,4,14,Wednesday,2,191534,27362.0,4030.3859616666978,13.465494376977455,-0.3897889718111115,-2269.0,-938.0,False,False
166,56,198295,901508,59518.0,18082.0,23725.0,3487.0,236.0,507.0,,5666.0,2020-03-31T00:00:00Z,4314.0,23725.0,2020-03-31T00:00:00Z,1159321,1099803,1099803,890,3906,87657,24853,112510,c2ae63d52663b5dcc9409a81fa41cb39f36333f3,2020-03-31,2020,3,14,Tuesday,1,191534,27362.0,4030.3859616666978,12.975764094103397,-0.6225210249994136,-938.0,-2811.0,False,False
167,56,173442,813851,65369.0,15772.0,19819.0,3087.0,187.0,451.0,,4560.0,2020-03-30T00:00:00Z,3424.0,19819.0,2020-03-30T00:00:00Z,1052662,987293,987293,589,2536,96706,22042,118748,82550db2c4984a2faaa0fcaf589d763d033addcb,2020-03-30,2020,3,14,Monday,0,191534,27362.0,4030.3859616666978,11.508139547025593,-1.3199728389784298,-2811.0,-2461.0,False,False
168,56,151400,717145,65545.0,14026.0,17283.0,2456.0,156.0,439.0,,4052.0,2020-03-29T00:00:00Z,2835.0,17283.0,2020-03-29T00:00:00Z,934090,868545,868545,521,2775,68187,19581,87768,d3635e8042c627e28043d159464b2bb933e9f3b7,2020-03-29,2020,3,13,Sunday,6,111237,15891.0,4017.4740820570332,17.602955851020795,0.9184875682161565,-2461.0,111.0,False,True
169,56,131819,648958,65709.0,12350.0,14508.0,2174.0,140.0,390.0,,3143.0,2020-03-28T00:00:00Z,2314.0,14508.0,2020-03-28T00:00:00Z,846486,780777,780777,538,2425,87375,19692,107067,47291433bc63b24ff8932247abdf3da2e9cc13f4,2020-03-28,2020,3,13,Saturday,5,111237,15891.0,4017.4740820570332,17.702742792416192,0.946116869048675,111.0,-564.0,True,False
170,56,112127,561583,60091.0,10932.0,12083.0,1792.0,124.0,324.0,,2418.0,2020-03-27T00:00:00Z,1776.0,12083.0,2020-03-27T00:00:00Z,733801,673710,673710,406,2563,83781,19128,102909,20e6d58a17e608a03e46b24b4a01311b3ee6ce1e,2020-03-27,2020,3,13,Friday,4,111237,15891.0,4017.4740820570332,17.195717252353084,0.8057301513050673,-564.0,-1408.0,False,False
171,56,92999,477802,60251.0,7757.0,9520.0,1299.0,91.0,258.0,,97.0,2020-03-26T00:00:00Z,1370.0,9520.0,2020-03-26T00:00:00Z,631052,570801,570801,320,2499,84311,17720,102031,7ffadc86d5ba9a725acbe621555f32b1f86308a2,2020-03-26,2020,3,13,Thursday,3,111237,15891.0,4017.4740820570332,15.929951365103339,0.45526118218627376,-1408.0,-4812.0,False,False
172,56,75279,393491,51235.0,5062.0,7021.0,,74.0,167.0,,146.0,2020-03-25T00:00:00Z,1050.0,7021.0,2020-03-25T00:00:00Z,520005,468770,468770,235,1904,71728,12908,84636,2e7da6b2900e763fbd6883d8b6df72f2a97af178,2020-03-25,2020,3,13,Wednesday,2,111237,15891.0,4017.4740820570332,11.604052608394689,-0.7425063457964214,-4812.0,-2139.0,False,False
173,56,62371,321763,14433.0,3902.0,5117.0,,,,,,2020-03-24T00:00:00Z,815.0,5117.0,2020-03-24T00:00:00Z,398567,384134,384134,234,1180,58695,10769,69464,a5d4220360d1c015325abb76b9761b5c1a2d69ec,2020-03-24,2020,3,13,Tuesday,1,111237,15891.0,4017.4740820570332,9.681131278261729,-1.274930440217657,-2139.0,670.0,False,True
174,56,51602,263068,14571.0,2770.0,3937.0,,,,,,2020-03-23T00:00:00Z,581.0,3937.0,2020-03-23T00:00:00Z,329241,314670,314670,101,914,46894,11439,58333,f61f0d58535ac0c8011abaa6e11e53e9ad8b003f,2020-03-23,2020,3,13,Monday,0,111237,15891.0,4017.4740820570332,10.283448852450174,-1.1081589847420945,670.0,-2314.0,True,False
175,56,40163,216174,2842.0,2155.0,3023.0,,,,,,2020-03-22T00:00:00Z,480.0,3023.0,2020-03-22T00:00:00Z,259179,256337,256337,146,1003,36456,9125,45581,167069e48fe00c384394679ad0fa225f42e80a69,2020-03-22,2020,3,12,Sunday,6,34849,4978.428571428572,2572.64726544098,26.184395535022524,1.6117916685561091,-2314.0,-2332.0,False,False
176,56,31038,179718,3468.0,1436.0,2020.0,,,,,,2020-03-21T00:00:00Z,334.0,2020.0,2020-03-21T00:00:00Z,214224,210756,210756,62,1912,38628,6793,45421,4b8e97a8a431ecdfda932289989c19d9640d5ba6,2020-03-21,2020,3,12,Saturday,5,34849,4978.428571428572,2572.64726544098,19.492668369250193,0.7053323838627333,-2332.0,-646.0,False,False
177,56,24245,141090,3330.0,1042.0,108.0,,,,,,2020-03-20T00:00:00Z,272.0,108.0,2020-03-20T00:00:00Z,168665,165335,165335,69,23,30568,6147,36715,516a6ee00503b11ada5bf43e828220515c67eb96,2020-03-20,2020,3,12,Friday,4,34849,4978.428571428572,2572.64726544098,17.638956641510518,0.4542291686346369,-646.0,-1496.0,False,False
178,56,18098,110522,3016.0,617.0,85.0,,,,,,2020-03-19T00:00:00Z,203.0,85.0,2020-03-19T00:00:00Z,131636,128620,128620,48,18,23323,4651,27974,ab3e4b905e8d4913a278a24a0c68bedba0b58a49,2020-03-19,2020,3,12,Thursday,3,34849,4978.428571428572,2572.64726544098,13.346150535166002,-0.12727301399884944,-1496.0,-1562.0,False,False
179,56,13447,87199,2526.0,416.0,67.0,,,,,,2020-03-18T00:00:00Z,155.0,67.0,2020-03-18T00:00:00Z,103172,100646,100646,32,12,22068,3089,25157,d3ba75c770f84224ac8f3187195d0938f93e96c8,2020-03-18,2020,3,12,Wednesday,2,34849,4978.428571428572,2572.64726544098,8.863955924129817,-0.7344297046896955,-1562.0,461.0,False,True
180,56,10358,65131,1687.0,325.0,55.0,,,,,,2020-03-17T00:00:00Z,123.0,55.0,2020-03-17T00:00:00Z,77176,75489,75489,23,13,13945,3550,17495,e7313273e9498fb541694dc6ca72ba355f03ddf1,2020-03-17,2020,3,12,Tuesday,1,34849,4978.428571428572,2572.64726544098,10.186805934173147,-0.5552368529557135,461.0,-2056.0,True,False
181,56,6808,51186,1691.0,,42.0,,,,,,2020-03-16T00:00:00Z,100.0,42.0,2020-03-16T00:00:00Z,59685,57994,57994,21,6,16525,1494,18019,8a9aa23e5f73a92b944cde9bea327eb1efd9ce8b,2020-03-16,2020,3,12,Monday,0,34849,4978.428571428572,2572.64726544098,4.287067060747797,-1.3544136494092214,-2056.0,-379.0,False,False
182,51,5314,34661,2242.0,,36.0,,,,,,2020-03-15T00:00:00Z,79.0,36.0,2020-03-15T00:00:00Z,42217,39975,39975,15,10,6553,1115,7668,f5c9c0639a58f38c63fed9383fd101f13e8b935c,2020-03-15,2020,3,11,Sunday,6,4521,645.8571428571429,323.440065839834,24.662685246626854,1.4504784864073532,-379.0,-307.0,False,False
183,51,4199,28108,1236.0,,26.0,,,,,,2020-03-14T00:00:00Z,64.0,26.0,2020-03-14T00:00:00Z,33543,32307,32307,9,4,3852,808,4660,3b5b13e640c498a61e14793a338264f7247f2879,2020-03-14,2020,3,11,Saturday,5,4521,645.8571428571429,323.440065839834,17.87215217872152,0.5013072722510188,-307.0,143.0,False,True
184,51,3391,24256,1130.0,,22.0,,,,,,2020-03-13T00:00:00Z,55.0,22.0,2020-03-13T00:00:00Z,28777,27647,27647,4,6,8318,951,9269,6783a23fc71cf29a0229db20fca5163232da35a0,2020-03-13,2020,3,11,Friday,4,4521,645.8571428571429,323.440065839834,21.035169210351693,0.9434293687472919,143.0,-345.0,True,False
185,51,2440,15938,673.0,,16.0,,,,,,2020-03-12T00:00:00Z,51.0,16.0,2020-03-12T00:00:00Z,19051,18378,18378,8,5,4750,606,5356,1451f36feac5f9184c2b7ad6e7dbbdda2f242741,2020-03-12,2020,3,11,Thursday,3,4521,645.8571428571429,323.440065839834,13.40411413404114,-0.1232288360863739,-345.0,-157.0,False,False
186,51,1834,11188,563.0,,11.0,,,,,,2020-03-11T00:00:00Z,43.0,11.0,2020-03-11T00:00:00Z,13585,13022,13022,6,3,3421,449,3870,89251cf6a16d5c512022f9b43b83813d267e23a6,2020-03-11,2020,3,11,Wednesday,2,4521,645.8571428571429,323.440065839834,9.931431099314311,-0.6086356133585059,-157.0,-114.0,False,False
187,51,1385,7767,469.0,,8.0,,,,,,2020-03-10T00:00:00Z,37.0,8.0,2020-03-10T00:00:00Z,9621,9152,9152,2,0,2184,335,2519,006f4796fe79b2fe4a0f6544ccd38203dec516f0,2020-03-10,2020,3,11,Tuesday,1,4521,645.8571428571429,323.440065839834,7.409865074098651,-0.9610965853904998,-114.0,-78.0,False,False
188,51,1050,5583,313.0,,8.0,,,,,,2020-03-09T00:00:00Z,35.0,8.0,2020-03-09T00:00:00Z,6946,6633,6633,4,2,1534,257,1791,be650c97bfdeff9c8defd5a42c0423bf4fa24d0a,2020-03-09,2020,3,11,Monday,0,4521,645.8571428571429,323.440065839834,5.68458305684583,-1.2022540925702851,-78.0,-82.0,False,False
189,51,793,4049,347.0,,6.0,,,,,,2020-03-08T00:00:00Z,31.0,6.0,2020-03-08T00:00:00Z,5189,4842,4842,4,0,716,175,891,513f84e311b252394c2a6f1335362b15edf917ba,2020-03-08,2020,3,10,Sunday,6,748,106.85714285714286,53.33363095155055,23.39572192513369,1.2776714415855095,-82.0,-15.0,False,False
190,51,618,3333,602.0,,6.0,,,,,,2020-03-07T00:00:00Z,27.0,6.0,2020-03-07T00:00:00Z,4553,3951,3951,1,0,661,160,821,cd118b406b27fa2c14fedf51a8bc4606667ce2d1,2020-03-07,2020,3,10,Saturday,5,748,106.85714285714286,53.33363095155055,21.390374331550802,0.9964230110478186,-15.0,-60.0,False,False
191,37,458,2672,458.0,,6.0,,,,,,2020-03-06T00:00:00Z,26.0,6.0,2020-03-06T00:00:00Z,3588,3130,3130,6,1,723,100,823,815f9b6a0bbc0ec9e3fdcba00c7437a3429eb028,2020-03-06,2020,3,10,Friday,4,748,106.85714285714286,53.33363095155055,13.368983957219251,-0.12857071110294443,-60.0,-1.0,False,False
192,25,358,1949,197.0,,5.0,,,,,,2020-03-05T00:00:00Z,20.0,5.0,2020-03-05T00:00:00Z,2504,2307,2307,4,1,532,99,631,97c301d16d60e86e9c23437b2094fb5a33ff6424,2020-03-05,2020,3,10,Thursday,3,748,106.85714285714286,53.33363095155055,13.235294117647058,-0.1473206064721238,-1.0,34.0,False,True
193,18,259,1417,103.0,,4.0,,,,,,2020-03-04T00:00:00Z,16.0,4.0,2020-03-04T00:00:00Z,1779,1676,1676,2,4,971,133,1104,a0c1db244272352b4267a9666ee35a1831672731,2020-03-04,2020,3,10,Wednesday,2,748,106.85714285714286,53.33363095155055,17.780748663101605,0.4901758360799753,34.0,-92.0,True,False
194,6,126,446,,,,,,,,,2020-03-03T00:00:00Z,14.0,,2020-03-03T00:00:00Z,572,572,572,3,0,203,41,244,843f99203fe8e103e33be57dcdf8ce42cf9bc97c,2020-03-03,2020,3,10,Tuesday,1,748,106.85714285714286,53.33363095155055,5.481283422459893,-1.234814537884528,-92.0,-1.0,False,False
195,6,85,243,,,,,,,,,2020-03-02T00:00:00Z,11.0,,2020-03-02T00:00:00Z,328,328,328,3,0,158,40,198,0dbf0f7f44027f3502bac3535542a5e437a9081a,2020-03-02,2020,3,10,Monday,0,748,106.85714285714286,53.33363095155055,5.347593582887701,-1.2535644332537075,-1.0,-13.0,False,False
196,6,45,85,,,,,,,,,2020-03-01T00:00:00Z,8.0,,2020-03-01T00:00:00Z,130,130,130,3,0,61,27,88,018bc6d00fd64a77414f423a82714017e60f967d,2020-03-01,2020,3,9,Sunday,6,45,6.428571428571429,11.282097069504157,60.0,1.823369223354207,-13.0,-9.0,False,False
197,4,18,24,,,,,,,,,2020-02-29T00:00:00Z,5.0,,2020-02-29T00:00:00Z,42,42,42,1,0,24,18,42,e8bfe9db6d823a5eb909810abef9887d2fbb9898,2020-02-29,2020,2,9,Saturday,5,45,6.428571428571429,11.282097069504157,40.0,1.0256451881367414,-9.0,-18.0,False,False
198,4,0,0,,,,,,,,,2020-02-28T00:00:00Z,4.0,,2020-02-28T00:00:00Z,0,0,0,2,0,0,0,0,e32d96910062fcdd632e72d59dd6218420709f43,2020-02-28,2020,2,9,Friday,4,45,6.428571428571429,11.282097069504157,0.0,-0.5698028822981898,-18.0,0.0,False,False
199,4,0,0,,,,,,,,,2020-02-27T00:00:00Z,2.0,,2020-02-27T00:00:00Z,0,0,0,0,0,0,0,0,7a6b9c55e5b2e48605fbbb652ed9d8f6ce0c516f,2020-02-27,2020,2,9,Thursday,3,45,6.428571428571429,11.282097069504157,0.0,-0.5698028822981898,0.0,0.0,False,False
200,3,0,0,,,,,,,,,2020-02-26T00:00:00Z,2.0,,2020-02-26T00:00:00Z,0,0,0,2,0,0,0,0,7fd18cfd695b3876452a4759c07cd74b431c70c1,2020-02-26,2020,2,9,Wednesday,2,45,6.428571428571429,11.282097069504157,0.0,-0.5698028822981898,0.0,0.0,False,False
201,3,0,0,,,,,,,,,2020-02-25T00:00:00Z,0.0,,2020-02-25T00:00:00Z,0,0,0,0,0,0,0,0,546df3c71998c4cf4188373d077f4cedc6933d9a,2020-02-25,2020,2,9,Tuesday,1,45,6.428571428571429,11.282097069504157,0.0,-0.5698028822981898,0.0,0.0,False,False
202,3,0,0,,,,,,,,,2020-02-24T00:00:00Z,0.0,,2020-02-24T00:00:00Z,0,0,0,0,0,0,0,0,892a45536b84803c54018d56c49b4613372218e7,2020-02-24,2020,2,9,Monday,0,45,6.428571428571429,11.282097069504157,0.0,-0.5698028822981898,0.0,0.0,False,False
203,3,0,0,,,,,,,,,2020-02-23T00:00:00Z,0.0,,2020-02-23T00:00:00Z,0,0,0,0,0,0,0,0,f1629457f5b903efc056266d3a003a077fe44425,2020-02-23,2020,2,8,Sunday,6,0,0.0,0.0,,,0.0,0.0,False,False
204,3,0,0,,,,,,,,,2020-02-22T00:00:00Z,0.0,,2020-02-22T00:00:00Z,0,0,0,0,0,0,0,0,4df67d2b63bed863d76d69d00698ebdcdc31b3f3,2020-02-22,2020,2,8,Saturday,5,0,0.0,0.0,,,0.0,0.0,False,False
205,3,0,0,,,,,,,,,2020-02-21T00:00:00Z,0.0,,2020-02-21T00:00:00Z,0,0,0,0,0,0,0,0,7f0ac856ef16728ed819d4e3b659102c49f6e43a,2020-02-21,2020,2,8,Friday,4,0,0.0,0.0,,,0.0,0.0,False,False
206,3,0,0,,,,,,,,,2020-02-20T00:00:00Z,0.0,,2020-02-20T00:00:00Z,0,0,0,0,0,0,0,0,1a9852cb7d8d92b28347aab35eb5606e372cadd5,2020-02-20,2020,2,8,Thursday,3,0,0.0,0.0,,,0.0,0.0,False,False
207,3,0,0,,,,,,,,,2020-02-19T00:00:00Z,0.0,,2020-02-19T00:00:00Z,0,0,0,0,0,0,0,0,2c972a64785dd342fbad97e1f5cd9a407c7ac107,2020-02-19,2020,2,8,Wednesday,2,0,0.0,0.0,,,0.0,0.0,False,False
208,3,0,0,,,,,,,,,2020-02-18T00:00:00Z,0.0,,2020-02-18T00:00:00Z,0,0,0,0,0,0,0,0,b9771c64ca39cb7675bfcdd2c13a4f720f069aba,2020-02-18,2020,2,8,Tuesday,1,0,0.0,0.0,,,0.0,0.0,False,False
209,3,0,0,,,,,,,,,2020-02-17T00:00:00Z,0.0,,2020-02-17T00:00:00Z,0,0,0,0,0,0,0,0,821066754b993d15d0e3bd05685c12a7cfe5cb90,2020-02-17,2020,2,8,Monday,0,0,0.0,0.0,,,0.0,0.0,False,False
210,3,0,0,,,,,,,,,2020-02-16T00:00:00Z,0.0,,2020-02-16T00:00:00Z,0,0,0,0,0,0,0,0,d1632c4c6ea11aa1d09af42a855d36db099d88c4,2020-02-16,2020,2,7,Sunday,6,0,0.0,0.0,,,0.0,0.0,False,False
211,3,0,0,,,,,,,,,2020-02-15T00:00:00Z,0.0,,2020-02-15T00:00:00Z,0,0,0,0,0,0,0,0,2dc9b940ebd2554cd84851a061392a921bbeb8fe,2020-02-15,2020,2,7,Saturday,5,0,0.0,0.0,,,0.0,0.0,False,False
212,3,0,0,,,,,,,,,2020-02-14T00:00:00Z,0.0,,2020-02-14T00:00:00Z,0,0,0,0,0,0,0,0,214f6ca03432d7f44929bddd86d47bd61a2e1d7e,2020-02-14,2020,2,7,Friday,4,0,0.0,0.0,,,0.0,0.0,False,False
213,3,0,0,,,,,,,,,2020-02-13T00:00:00Z,0.0,,2020-02-13T00:00:00Z,0,0,0,0,0,0,0,0,399329390bce10053bffcf0d122965a19a3a93a9,2020-02-13,2020,2,7,Thursday,3,0,0.0,0.0,,,0.0,0.0,False,False
214,3,0,0,,,,,,,,,2020-02-12T00:00:00Z,0.0,,2020-02-12T00:00:00Z,0,0,0,0,0,0,0,0,68df6880bf30101ac41e4b6a21dbd8787c7d4a71,2020-02-12,2020,2,7,Wednesday,2,0,0.0,0.0,,,0.0,0.0,False,False
215,3,0,0,,,,,,,,,2020-02-11T00:00:00Z,0.0,,2020-02-11T00:00:00Z,0,0,0,0,0,0,0,0,dd890414f05d64e4fbc01124e0964c9b5b8a1af3,2020-02-11,2020,2,7,Tuesday,1,0,0.0,0.0,,,0.0,0.0,False,False
216,3,0,0,,,,,,,,,2020-02-10T00:00:00Z,0.0,,2020-02-10T00:00:00Z,0,0,0,0,0,0,0,0,5c4dde7942c1a28345dc78492e2a9c5afd52cc62,2020-02-10,2020,2,7,Monday,0,0,0.0,0.0,,,0.0,0.0,False,False
217,2,0,0,,,,,,,,,2020-02-09T00:00:00Z,,,2020-02-09T00:00:00Z,0,0,0,0,0,0,0,0,69ce4ee6b68fbf3c0eea00424415f9af7f342956,2020-02-09,2020,2,6,Sunday,6,0,0.0,0.0,,,0.0,0.0,False,False
218,2,0,0,,,,,,,,,2020-02-08T00:00:00Z,,,2020-02-08T00:00:00Z,0,0,0,0,0,0,0,0,435f978d8dea79d19330ac9edb3f96fde50953df,2020-02-08,2020,2,6,Saturday,5,0,0.0,0.0,,,0.0,0.0,False,False
219,2,0,0,,,,,,,,,2020-02-07T00:00:00Z,,,2020-02-07T00:00:00Z,0,0,0,0,0,0,0,0,98d1490aa9817eb65d40f5ae6b09b3f58ff7d9ce,2020-02-07,2020,2,6,Friday,4,0,0.0,0.0,,,0.0,0.0,False,False
220,2,0,0,,,,,,,,,2020-02-06T00:00:00Z,,,2020-02-06T00:00:00Z,0,0,0,0,0,0,0,0,6424ce9e48ad97b680db81aa6c0d06c09a473f69,2020-02-06,2020,2,6,Thursday,3,0,0.0,0.0,,,0.0,0.0,False,False
221,2,0,0,,,,,,,,,2020-02-05T00:00:00Z,,,2020-02-05T00:00:00Z,0,0,0,0,0,0,0,0,9a8c8b7eac1d419c7aa04a84bc9bc7ec0bb92da7,2020-02-05,2020,2,6,Wednesday,2,0,0.0,0.0,,,0.0,0.0,False,False
222,2,0,0,,,,,,,,,2020-02-04T00:00:00Z,,,2020-02-04T00:00:00Z,0,0,0,0,0,0,0,0,16c916bcaa18b0aa6f02f6c97718e50c5443cd9c,2020-02-04,2020,2,6,Tuesday,1,0,0.0,0.0,,,0.0,0.0,False,False
223,2,0,0,,,,,,,,,2020-02-03T00:00:00Z,,,2020-02-03T00:00:00Z,0,0,0,0,0,0,0,0,c542f7ad74541b08270d6925274eece2c4f79334,2020-02-03,2020,2,6,Monday,0,0,0.0,0.0,,,0.0,0.0,False,False
224,2,0,0,,,,,,,,,2020-02-02T00:00:00Z,,,2020-02-02T00:00:00Z,0,0,0,0,0,0,0,0,a1dd021af3e12d2a218df294663d03bdd573a330,2020-02-02,2020,2,5,Sunday,6,0,0.0,0.0,,,0.0,0.0,False,False
225,2,0,0,,,,,,,,,2020-02-01T00:00:00Z,,,2020-02-01T00:00:00Z,0,0,0,0,0,0,0,0,10c29665184670bf22ba060ebb5650e298a6d1b8,2020-02-01,2020,2,5,Saturday,5,0,0.0,0.0,,,0.0,0.0,False,False
226,2,0,0,,,,,,,,,2020-01-31T00:00:00Z,,,2020-01-31T00:00:00Z,0,0,0,0,0,0,0,0,529c83fead59f5b26a9898ce39996851806f9a2f,2020-01-31,2020,1,5,Friday,4,0,0.0,0.0,,,0.0,0.0,False,False
227,2,0,0,,,,,,,,,2020-01-30T00:00:00Z,,,2020-01-30T00:00:00Z,0,0,0,0,0,0,0,0,82859b598bd6e9643d8dc3b69b99d74c4f061282,2020-01-30,2020,1,5,Thursday,3,0,0.0,0.0,,,0.0,0.0,False,False
228,2,0,0,,,,,,,,,2020-01-29T00:00:00Z,,,2020-01-29T00:00:00Z,0,0,0,0,0,0,0,0,5829b18554ba8cfdd449dcdf8a767aaf8af806b2,2020-01-29,2020,1,5,Wednesday,2,0,0.0,0.0,,,0.0,0.0,False,False
229,2,0,0,,,,,,,,,2020-01-28T00:00:00Z,,,2020-01-28T00:00:00Z,0,0,0,0,0,0,0,0,1e004b11f0e9c340d0e206a5e168b5ac2c154421,2020-01-28,2020,1,5,Tuesday,1,0,0.0,0.0,,,0.0,0.0,False,False
230,2,0,0,,,,,,,,,2020-01-27T00:00:00Z,,,2020-01-27T00:00:00Z,0,0,0,0,0,0,0,0,0dbe12f64745ae2d9e59003e934d50c66164fff3,2020-01-27,2020,1,5,Monday,0,0,0.0,0.0,,,0.0,0.0,False,False
231,2,0,0,,,,,,,,,2020-01-26T00:00:00Z,,,2020-01-26T00:00:00Z,0,0,0,0,0,0,0,0,acd8dfc63d3542d3d579778290d4601b2433e48c,2020-01-26,2020,1,4,Sunday,6,0,0.0,0.0,,,0.0,0.0,False,False
232,2,0,0,,,,,,,,,2020-01-25T00:00:00Z,,,2020-01-25T00:00:00Z,0,0,0,0,0,0,0,0,e90258fa02cb55fd9357b389669ed1940e381bbd,2020-01-25,2020,1,4,Saturday,5,0,0.0,0.0,,,0.0,0.0,False,False
233,2,0,0,,,,,,,,,2020-01-24T00:00:00Z,,,2020-01-24T00:00:00Z,0,0,0,0,0,0,0,0,babd004bb329a35eea647d8b431604c1a9ea2f97,2020-01-24,2020,1,4,Friday,4,0,0.0,0.0,,,0.0,0.0,False,False
234,2,0,0,,,,,,,,,2020-01-23T00:00:00Z,,,2020-01-23T00:00:00Z,0,0,0,0,0,0,0,0,d9b1df660fd87df4ddc10fd71d5d024e1080fe06,2020-01-23,2020,1,4,Thursday,3,0,0.0,0.0,,,0.0,0.0,False,False
235,2,0,0,,,,,,,,,2020-01-22T00:00:00Z,,,2020-01-22T00:00:00Z,0,0,0,0,0,0,0,0,6955b9b8d895cdd26f91da2aedc369265b908816,2020-01-22,2020,1,4,Wednesday,2,0,0.0,0.0,,,0.0,,False,False
